time_us,pos_x,pos_y,pos_z,quat_w,quat_x,quat_y,quat_z
0.0,-0.5924946360661665,0.013472885966891408,0.08025073482719693,0.6741524691056561,0.0029470804787901394,-0.004175181564238883,0.7385745263507973
19983.615,-0.5924671256455053,0.013375796324193584,0.08013256737719618,0.6742046963030367,0.0028527764864975072,-0.004187768115578994,0.738527150311658
39990.36,-0.5924493660449043,0.013313733852829137,0.08005706799288095,0.6742280369501358,0.002807719843742066,-0.004182369473948095,0.7385060451243638
59990.923,-0.5923438014541335,0.01325472806079749,0.07996701506553651,0.6739153130434583,0.0028350078859985606,-0.0042752655208350655,0.7387907929045612
79959.618,-0.5923135913650059,0.013329156255965868,0.0800720653112545,0.6737041881664244,0.002826664389846473,-0.004271211744902127,0.7389833784096072
99960.033,-0.592294561672619,0.013376688066234849,0.08013918591524838,0.6736310409055689,0.0028219486275486575,-0.0042679567507370834,0.7390500942964537
119984.529,-0.5922661083287786,0.013349460635684056,0.08006558687897593,0.6737831361251292,0.002831208653686482,-0.00399049693881465,0.7389129486381505
139989.034,-0.5922483101467787,0.013332052813194266,0.08001869618155773,0.6738401478647149,0.0027997942488103174,-0.00384687989391915,0.7388618394482864
159957.788,-0.5922919807509366,0.013377161209545723,0.08014305737585943,0.6735389317964792,0.002541658734505041,-0.004155792472406972,0.739135695738111
179956.964,-0.5923326843192066,0.01343059449373861,0.08018909600300117,0.6739491479303582,0.002488565879950097,-0.004038257779762954,0.738762509550877
199986.14,-0.5923587896038157,0.013464457044522125,0.08021822125299974,0.6741081824383579,0.0024471178706344755,-0.003970240960175015,0.738617903364452
219986.235,-0.5924086407062471,0.01339790460217907,0.0801740716544858,0.6741958395439204,0.0026925066509567628,-0.00421053835712202,0.7385357078140138
239959.258,-0.5924403443168258,0.01335529840671983,0.08014569657703831,0.674227517801118,0.002845195498455657,-0.004367035331885288,0.7385053067546153
259981.613,-0.5926503440980159,0.013689344453924626,0.08050232336131803,0.6746169480685391,0.0030684332463985823,-0.003879189478241462,0.7381514139965419
279958.228,-0.5926525795536829,0.01370029294385569,0.0805189928713193,0.6743682436663078,0.0029860475698670085,-0.003870544359691717,0.7383790180799352
299989.194,-0.5926532543558536,0.013706344879097521,0.080528526396749,0.6742809717161344,0.0029440809626070747,-0.003855535923261725,0.7384589619007786
319955.948,-0.5924961111183189,0.013568261455297654,0.08037840953158742,0.6739761490053803,0.002619182441545162,-0.003996982986744454,0.73873764936019
339988.474,-0.5923955962124271,0.013479677336008078,0.08028201873933932,0.6738691614549038,0.002476662073776384,-0.0040294857174074964,0.7388355585851903
359959.799,-0.5924378153536642,0.01345590899231008,0.08022983386695795,0.6740215260610508,0.0023679217938489244,-0.0042589206595803316,0.738695632143257
379957.954,-0.592444232746315,0.01353686319299028,0.08033475967420826,0.6739915061628391,0.0024114443095736215,-0.004167975663615154,0.7387234005604243
399960.197,-0.5924482618294487,0.013588209133955453,0.08040132839027209,0.6739815592289352,0.002421171664394408,-0.004126019303779564,0.7387326794665372
419983.313,-0.592402104622645,0.01344531811436724,0.08028271169242099,0.6737924216201306,0.0026454841362143593,-0.004179003257676777,0.7389041276868993
439983.878,-0.592372700220676,0.013354065846863782,0.08020676875841345,0.6737190695121367,0.002763401569481634,-0.004235030987105164,0.7389702588737959
459986.404,-0.5921968221720227,0.013183188425926,0.07992711844348184,0.6733838375833567,0.0022714592716803904,-0.004677645748434085,0.7392747577082155
479958.858,-0.5922429171674504,0.013421167380208467,0.08016826762197166,0.6736952016659998,0.0022936586928163144,-0.004331239787589873,0.7389930681298107
499990.454,-0.5922728071322035,0.013573045788478538,0.08032226057861658,0.6738216959081625,0.0022597802036683763,-0.0041533306986743825,0.738878857026635
519984.719,-0.5922371719158281,0.01333144031015574,0.08007477427483564,0.6736116867584998,0.0026370811071753752,-0.00432176831423572,0.7390681048348934
539960.794,-0.5922148830969571,0.013177507090873411,0.07991718310556864,0.6735314142197231,0.002845683288420813,-0.004457390692184777,0.7391396808547211
559994.69,-0.5922701438373839,0.013038619538738229,0.07974187979823483,0.6740887056085019,0.003092589111451932,-0.004314198812376389,0.7386313292517787
579962.872,-0.5923422887259401,0.013165239959582567,0.07996900352762037,0.6738019547575982,0.002738345206242613,-0.004416253576432324,0.7388937162641996
599985.948,-0.5923884090066337,0.013246689046155925,0.08011449067910985,0.6737002307807628,0.0025761973411075802,-0.0044244981862681994,0.7389869999323441
619981.323,-0.5924773572109496,0.013235850145627661,0.08002566882986117,0.6741007752867454,0.003240924464296902,-0.003959179393708897,0.7386216663928522
639984.229,-0.5925338198537949,0.013229326706626122,0.07996932543425785,0.6742533155427967,0.003509544580284424,-0.0038007759466865505,0.7384820266455968
659964.503,-0.5932749463671493,0.013697761970453182,0.08027867319760394,0.673171107539131,0.0035004448261643623,-0.00360926594932999,0.7394696613518811
679956.648,-0.5940045318048487,0.014125967114822736,0.08038554732261403,0.6720963190821672,0.003363323547338145,-0.0037828089606490554,0.7404464303967473
699984.294,-0.5944657544468557,0.014397161977213283,0.08045306413523114,0.6716941556607412,0.003318068939643198,-0.0038560031370495082,0.7408110979929518
719986.469,-0.5946794440764924,0.014354484978405913,0.08030843165624202,0.6713083597044697,0.003075538674577359,-0.0041362529770278605,0.7411602516757532
739959.102,-0.5948097480880958,0.01432462807247293,0.0802157071434011,0.6711604217752505,0.0029920840568411038,-0.004251920347804116,0.741293907197962
759987.058,-0.5950155618831653,0.014618832850593571,0.08044959837754083,0.6714457836072709,0.0029809925891348217,-0.003987628744397157,0.7410369573619109
779957.943,-0.5949910936791057,0.014567939274187517,0.08034442010987942,0.6712613026107832,0.003240005105569945,-0.003764570116893734,0.74120415136184
799955.968,-0.5949696049727649,0.01453270967152038,0.08027686142449549,0.6711969636008626,0.0033389688611901195,-0.0036807912789927804,0.7412623955897715
819979.023,-0.594878192657729,0.014107153568955706,0.07997354224439353,0.6705749738327873,0.0033452734303719926,-0.00415563171476883,0.7418225827917913
839983.929,-0.5948147224008529,0.013834249336003909,0.07978055466524533,0.6703351104003575,0.0034101562621723746,-0.00440461141125039,0.7420376068617575
859964.613,-0.5949165659985264,0.014109088544624195,0.08008744856159815,0.670151616586464,0.004275111525168353,-0.0033551849509222327,0.7422043363804481
879955.208,-0.5945929572989463,0.014703815499136404,0.08070196076321948,0.6723434553017892,0.0125118033139019,0.006016450967723564,0.7401091373631583
899983.004,-0.5943830004140104,0.015080728579673793,0.0810926905159274,0.6731481533230751,0.015362966624642026,0.009877142698652273,0.7392820740328649
919984.038,-0.5940102421839195,0.01650487567599739,0.08227316354672869,0.6726236208052991,0.030318665645271657,0.03051350668028225,0.7387334899395936
939983.003,-0.5937708994182305,0.01740617987103883,0.08302069402551109,0.6722854112690252,0.03503182738154057,0.03938377771986315,0.7384131735807942
959977.328,-0.5933420563606892,0.020161376423450332,0.08457155564775473,0.6699456287660915,0.043927604549049794,0.06175464418625509,0.7385320466826186
979992.434,-0.594289796420923,0.02660845374940881,0.08897884428272852,0.6661668402023824,0.05891560812666574,0.10433157782773192,0.736115217884955
999981.799,-0.5948926809555001,0.030688576482564442,0.0917680588872057,0.6642179790399145,0.0607440905568551,0.12460202715172933,0.7345740034960617
1019980.384,-0.5965976530740644,0.040083673942772936,0.09874913068826707,0.6563615245826636,0.07912600922338188,0.1726592883201055,0.7301488847274216
1039961.038,-0.5976774223164951,0.04601031397865372,0.10315552683850239,0.6527956768975111,0.08188022209508199,0.1952626029059495,0.7273417005506929
1059986.134,-0.5997590169254513,0.05887921149610334,0.11343613229930687,0.6540232963979011,0.11055791506550613,0.23807187388034382,0.7094732257473098
1080003.058,-0.6038032980390011,0.07913874948134314,0.12967491120178007,0.6460423838662126,0.15049217422941544,0.27929714169321745,0.6942437975136424
1099963.262,-0.6063564391324446,0.09189620580419791,0.139907350336544,0.6425034344096758,0.1643841589397515,0.2959139539592432,0.6874606293553462
1119978.558,-0.611414155063717,0.11440298924621865,0.15824061597400593,0.633407051045275,0.19776549501790688,0.32075322024858954,0.6758710589798994
